timestamp,date,month,hour,minute,Cloud_%,GHI,season,Flat_POA,V30_POA,InvV50_POA,Winner,Flat_vs_V,Flat_vs_InvV
2024-04-01 00:00:00,2024-04-01,4,0,0,41.0,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 00:15:00,2024-04-01,4,0,15,33.3,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 00:30:00,2024-04-01,4,0,30,42.8,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 00:45:00,2024-04-01,4,0,45,53.3,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 01:00:00,2024-04-01,4,1,0,32.2,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 01:15:00,2024-04-01,4,1,15,32.2,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 01:30:00,2024-04-01,4,1,30,54.0,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 01:45:00,2024-04-01,4,1,45,44.2,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 02:00:00,2024-04-01,4,2,0,29.4,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 02:15:00,2024-04-01,4,2,15,41.5,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 02:30:00,2024-04-01,4,2,30,29.4,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 02:45:00,2024-04-01,4,2,45,29.4,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 03:00:00,2024-04-01,4,3,0,37.9,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 03:15:00,2024-04-01,4,3,15,15.0,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 03:30:00,2024-04-01,4,3,30,15.0,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 03:45:00,2024-04-01,4,3,45,28.3,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 04:00:00,2024-04-01,4,4,0,22.8,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 04:15:00,2024-04-01,4,4,15,38.8,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 04:30:00,2024-04-01,4,4,30,24.1,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 04:45:00,2024-04-01,4,4,45,18.1,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 05:00:00,2024-04-01,4,5,0,52.6,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 05:15:00,2024-04-01,4,5,15,32.3,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 05:30:00,2024-04-01,4,5,30,35.8,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 05:45:00,2024-04-01,4,5,45,17.9,66.99971995009365,Summer,54.14,55.53,48.02,V30°,-2.5,12.7
2024-04-01 06:00:00,2024-04-01,4,6,0,28.5,122.03686903458362,Summer,103.35,103.36,87.62,V30°,-0.0,18.0
2024-04-01 06:15:00,2024-04-01,4,6,15,36.3,169.4120568328026,Summer,148.35,145.7,121.7,Flat,1.8,21.9
2024-04-01 06:30:00,2024-04-01,4,6,30,21.2,257.938106296879,Summer,221.99,222.79,189.41,V30°,-0.4,17.2
2024-04-01 06:45:00,2024-04-01,4,6,45,39.5,270.48317019884564,Summer,244.41,236.91,195.69,Flat,3.2,24.9
2024-04-01 07:00:00,2024-04-01,4,7,0,27.8,359.98140168942047,Summer,322.89,317.18,264.97,Flat,1.8,21.9
2024-04-01 07:15:00,2024-04-01,4,7,15,31.5,402.16689266456143,Summer,367.15,356.88,295.5,Flat,2.9,24.2
2024-04-01 07:30:00,2024-04-01,4,7,30,27.8,470.3926213624124,Summer,432.15,420.0,347.72,Flat,2.9,24.3
2024-04-01 07:45:00,2024-04-01,4,7,45,57.2,384.14608302863127,Summer,367.83,343.01,273.77,Flat,7.2,34.4
2024-04-01 08:00:00,2024-04-01,4,8,0,34.8,536.3306316164603,Summer,505.92,482.52,393.01,Flat,4.8,28.7
2024-04-01 08:15:00,2024-04-01,4,8,15,22.3,650.852254002319,Summer,612.49,589.24,483.6,Flat,3.9,26.7
2024-04-01 08:30:00,2024-04-01,4,8,30,44.9,562.9080315896875,Summer,542.47,507.46,406.21,Flat,6.9,33.5
2024-04-01 08:45:00,2024-04-01,4,8,45,20.3,754.6167490371624,Summer,720.32,686.66,559.07,Flat,4.9,28.8
2024-04-01 09:00:00,2024-04-01,4,9,0,37.5,681.0352312982222,Summer,660.08,616.82,493.27,Flat,7.0,33.8
2024-04-01 09:15:00,2024-04-01,4,9,15,15.0,872.2049715484716,Summer,840.77,796.56,645.01,Flat,5.6,30.3
2024-04-01 09:30:00,2024-04-01,4,9,30,19.1,878.6695504471626,Summer,852.71,801.43,644.31,Flat,6.4,32.3
2024-04-01 09:45:00,2024-04-01,4,9,45,37.4,770.9927405694478,Summer,755.79,698.6,553.07,Flat,8.2,36.7
2024-04-01 10:00:00,2024-04-01,4,10,0,43.9,743.3673940638137,Summer,732.0,671.8,528.29,Flat,9.0,38.6
2024-04-01 10:15:00,2024-04-01,4,10,15,37.1,816.4771390660881,Summer,804.29,739.18,582.06,Flat,8.8,38.2
2024-04-01 10:30:00,2024-04-01,4,10,30,33.6,861.0249347054049,Summer,849.11,779.91,613.78,Flat,8.9,38.3
2024-04-01 10:45:00,2024-04-01,4,10,45,31.4,892.7520165387182,Summer,881.41,808.66,635.73,Flat,9.0,38.6
2024-04-01 11:00:00,2024-04-01,4,11,0,17.3,1021.0645708305813,Summer,1006.95,928.24,733.03,Flat,8.5,37.4
2024-04-01 11:15:00,2024-04-01,4,11,15,26.4,950.7487846635082,Summer,940.0,861.42,676.47,Flat,9.1,39.0
2024-04-01 11:30:00,2024-04-01,4,11,30,29.5,926.4518472176486,Summer,917.03,838.27,656.72,Flat,9.4,39.6
2024-04-01 11:45:00,2024-04-01,4,11,45,47.7,770.5841962195158,Summer,764.99,693.42,538.84,Flat,10.3,42.0
2024-04-01 12:00:00,2024-04-01,4,12,0,39.1,837.5073645881722,Summer,830.52,755.44,589.02,Flat,9.9,41.0
2024-04-01 12:15:00,2024-04-01,4,12,15,15.0,1028.8359128607456,Summer,1016.69,934.5,735.96,Flat,8.8,38.1
2024-04-01 12:30:00,2024-04-01,4,12,30,38.9,817.8677444666903,Summer,810.66,738.01,575.9,Flat,9.8,40.8
2024-04-01 12:45:00,2024-04-01,4,12,45,30.4,870.0155632725451,Summer,860.71,787.34,617.23,Flat,9.3,39.4
2024-04-01 13:00:00,2024-04-01,4,13,0,26.9,876.2328546673583,Summer,865.53,794.26,624.54,Flat,9.0,38.6
2024-04-01 13:15:00,2024-04-01,4,13,15,42.3,733.1914700561995,Summer,725.35,661.86,517.61,Flat,9.6,40.1
2024-04-01 13:30:00,2024-04-01,4,13,30,47.4,671.0760273872505,Summer,663.72,605.14,472.9,Flat,9.7,40.4
2024-04-01 13:45:00,2024-04-01,4,13,45,46.2,652.7235840535441,Summer,644.39,589.14,461.61,Flat,9.4,39.6
2024-04-01 14:00:00,2024-04-01,4,14,0,24.9,765.5208163434754,Summer,749.85,696.32,553.66,Flat,7.7,35.4
2024-04-01 14:15:00,2024-04-01,4,14,15,31.3,684.9756532195931,Summer,670.15,621.98,494.29,Flat,7.7,35.6
2024-04-01 14:30:00,2024-04-01,4,14,30,39.0,598.2049230696388,Summer,584.88,541.83,429.86,Flat,7.9,36.1
2024-04-01 14:45:00,2024-04-01,4,14,45,46.7,514.6367966867704,Summer,503.0,464.84,367.92,Flat,8.2,36.7
2024-04-01 15:00:00,2024-04-01,4,15,0,29.2,565.1346442500696,Summer,545.44,513.3,413.14,Flat,6.3,32.0
2024-04-01 15:15:00,2024-04-01,4,15,15,32.8,499.1865991276868,Summer,480.06,452.39,364.56,Flat,6.1,31.7
2024-04-01 15:30:00,2024-04-01,4,15,30,21.7,496.029356951423,Summer,470.44,450.33,367.99,Flat,4.5,27.8
2024-04-01 15:45:00,2024-04-01,4,15,45,20.6,442.81512377038166,Summer,416.14,401.08,329.7,Flat,3.8,26.2
2024-04-01 16:00:00,2024-04-01,4,16,0,44.8,305.0332045631284,Summer,290.39,273.81,220.75,Flat,6.1,31.5
2024-04-01 16:15:00,2024-04-01,4,16,15,51.3,238.4583672289247,Summer,226.94,213.14,171.23,Flat,6.5,32.5
2024-04-01 16:30:00,2024-04-01,4,16,30,34.1,229.56335390288632,Summer,212.53,204.84,168.38,Flat,3.8,26.2
2024-04-01 16:45:00,2024-04-01,4,16,45,47.0,151.71835568140443,Summer,141.5,134.6,109.38,Flat,5.1,29.4
2024-04-01 17:00:00,2024-04-01,4,17,0,39.3,110.02097974573826,Summer,100.49,97.03,79.89,Flat,3.6,25.8
2024-04-01 17:15:00,2024-04-01,4,17,15,27.3,61.818795484303976,Summer,54.66,54.01,45.35,Flat,1.2,20.5
2024-04-01 17:30:00,2024-04-01,4,17,30,39.3,1.0322889467461546e-13,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 17:45:00,2024-04-01,4,17,45,53.5,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 18:00:00,2024-04-01,4,18,0,34.6,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 18:15:00,2024-04-01,4,18,15,53.8,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 18:30:00,2024-04-01,4,18,30,15.0,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 18:45:00,2024-04-01,4,18,45,44.9,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 19:00:00,2024-04-01,4,19,0,36.0,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 19:15:00,2024-04-01,4,19,15,31.4,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 19:30:00,2024-04-01,4,19,30,36.1,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 19:45:00,2024-04-01,4,19,45,15.0,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 20:00:00,2024-04-01,4,20,0,32.4,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 20:15:00,2024-04-01,4,20,15,39.3,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 20:30:00,2024-04-01,4,20,30,52.7,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 20:45:00,2024-04-01,4,20,45,28.8,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 21:00:00,2024-04-01,4,21,0,25.3,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 21:15:00,2024-04-01,4,21,15,29.0,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 21:30:00,2024-04-01,4,21,30,46.0,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 21:45:00,2024-04-01,4,21,45,38.9,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 22:00:00,2024-04-01,4,22,0,28.6,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 22:15:00,2024-04-01,4,22,15,41.2,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 22:30:00,2024-04-01,4,22,30,36.2,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 22:45:00,2024-04-01,4,22,45,46.6,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 23:00:00,2024-04-01,4,23,0,26.6,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 23:15:00,2024-04-01,4,23,15,31.1,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 23:30:00,2024-04-01,4,23,30,30.3,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-01 23:45:00,2024-04-01,4,23,45,17.4,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 00:00:00,2024-04-02,4,0,0,38.6,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 00:15:00,2024-04-02,4,0,15,38.1,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 00:30:00,2024-04-02,4,0,30,35.1,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 00:45:00,2024-04-02,4,0,45,32.2,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 01:00:00,2024-04-02,4,1,0,18.0,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 01:15:00,2024-04-02,4,1,15,30.0,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 01:30:00,2024-04-02,4,1,30,30.9,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 01:45:00,2024-04-02,4,1,45,25.4,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 02:00:00,2024-04-02,4,2,0,33.1,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 02:15:00,2024-04-02,4,2,15,39.8,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 02:30:00,2024-04-02,4,2,30,57.6,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 02:45:00,2024-04-02,4,2,45,37.1,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 03:00:00,2024-04-02,4,3,0,38.1,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
2024-04-02 03:15:00,2024-04-02,4,3,15,34.1,0.0,Summer,0.0,0.0,0.0,Flat,0.0,0.0
